Pipeline,Month,Status,Updated Date,Shipper,Material Name,Material Code,Record Type,Batch Id,Nomination Month,Transaction Date,Custody Location,Connected Facility,Volume (m3)
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Adjustments,,,,Regrade Adjustment,Regrade from CNST to SYNT,9986.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Adjustments,,,,Regrade Adjustment,Regrade from PAST to SYNT,9986.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Adjustments,,,,Regrade Adjustment,Regrade from SSPT to SYNT,10288.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Adjustments,,,,Shrinkage,System entered due to apply (shrinkage).,-1.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Closing Balance,,,,,,8347.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Closing Inventory,,,,,,8347.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Working Stock,,,,,,876.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Volume in Transit,,,,,,6778.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Light Synthetic BTT,SYNT,Over/Short,,,,,,-692.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sour Blend (TMPL),MSR,Opening Balance,,,,,,26.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sour Blend (TMPL),MSR,Prior Month Inventory Settlement,,,,,,-26.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sour Blend (TMPL),MSR,Adjustments,,,,Regrade Adjustment,Regrade from PCSR to MSR,5031.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sour Blend (TMPL),MSR,Closing Balance,,,,,,5031.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sour Blend (TMPL),MSR,Closing Inventory,,,,,,5031.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sour Blend (TMPL),MSR,Volume in Transit,,,,,,5031.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Opening Balance,,,,,,30511.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Prior Month Inventory Settlement,,,,,,2232.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17490,08-01-2023 00:00,09-01-2023 18:09,Burnaby,CRUD Unit,5172.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17500,08-01-2023 00:00,09-02-2023 23:30,Burnaby,SPLT Unit,649.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17510,08-01-2023 00:00,09-03-2023 18:08,Burnaby,CRUD Unit,4771.8
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17520,08-01-2023 00:00,09-04-2023 23:18,Burnaby,SPLT Unit,263.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17530,08-01-2023 00:00,09-05-2023 18:33,Burnaby,CRUD Unit,4075
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17540,08-01-2023 00:00,09-06-2023 23:23,Burnaby,SPLT Unit,134.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17560,08-01-2023 00:00,09-09-2023 05:21,Burnaby,SPLT Unit,122
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17570,08-01-2023 00:00,09-09-2023 18:15,Burnaby,CRUD Unit,3411.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17710,09-01-2023 00:00,09-11-2023 01:16,Burnaby,SPLT Unit,11.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17710,09-01-2023 00:00,09-11-2023 01:16,Burnaby,SPLT Unit,12.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17720,09-01-2023 00:00,09-11-2023 20:00,Burnaby,CRUD Unit,648.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17720,09-01-2023 00:00,09-11-2023 20:00,Burnaby,CRUD Unit,984
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17730,09-01-2023 00:00,09-12-2023 23:27,Burnaby,SPLT Unit,3452.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17740,09-01-2023 00:00,9/13/2023 19:23,Burnaby,CRUD Unit,2960.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17740,09-01-2023 00:00,9/13/2023 19:23,Burnaby,CRUD Unit,1022.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17750,09-01-2023 00:00,9/14/2023 23:02,Burnaby,SPLT Unit,5954.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17750,09-01-2023 00:00,9/14/2023 23:02,Burnaby,SPLT Unit,829.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17550,08-01-2023 00:00,09-07-2023 18:08,Burnaby,CRUD Unit,3414.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17780,09-01-2023 00:00,9/17/2023 19:37,Burnaby,CRUD Unit,5129.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17800,09-01-2023 00:00,9/19/2023 20:01,Burnaby,CRUD Unit,5829.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,19680,08-01-2023 00:00,9/18/2023 5:11,Burnaby,Westridge Dock,23126.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,19680,08-01-2023 00:00,9/18/2023 5:11,Burnaby,Westridge Dock,533
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17820,09-01-2023 00:00,9/21/2023 20:47,Burnaby,CRUD Unit,6000.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17840,09-01-2023 00:00,9/23/2023 19:44,Burnaby,CRUD Unit,5806.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17860,09-01-2023 00:00,9/25/2023 19:19,Burnaby,CRUD Unit,5840
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17880,09-01-2023 00:00,9/27/2023 23:17,Burnaby,CRUD Unit,7788.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,18010,09-01-2023 00:00,9/27/2023 4:29,Burnaby,SPLT Unit,2709.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,18010,09-01-2023 00:00,9/27/2023 4:29,Burnaby,SPLT Unit,733.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,18010,09-01-2023 00:00,9/27/2023 4:29,Burnaby,SPLT Unit,407.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17900,09-01-2023 00:00,9/29/2023 19:15,Burnaby,CRUD Unit,652.8
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17900,09-01-2023 00:00,9/29/2023 19:15,Burnaby,CRUD Unit,1329.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17910,09-01-2023 00:00,10-01-2023 06:59,Burnaby,SPLT Unit,1809
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17910,09-01-2023 00:00,10-01-2023 06:59,Burnaby,SPLT Unit,1103.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Deliveries,17910,09-01-2023 00:00,10-01-2023 06:59,Burnaby,SPLT Unit,813.8
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Adjustments,,,,Loss Allowance,System entered due to apply (loss allowance).,-64.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Adjustments,,,,Regrade Adjustment,Regrade from DLS to MSW,206.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Adjustments,,,,Regrade Adjustment,Regrade from G85B to MSW,-662.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Adjustments,,,,Regrade Adjustment,Regrade from PCR to MSW,31828.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Adjustments,,,,Regrade Adjustment,Regrade from PEM to MSW,53546.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Adjustments,,,,Regrade Adjustment,Regrade from PNC to MSW,24653.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Adjustments,,,,Shrinkage,System entered due to apply (shrinkage).,-18.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Closing Balance,,,,,,34729.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Closing Inventory,,,,,,34729.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Working Stock,,,,,,2985.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Volume in Transit,,,,,,25361.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend (TMPL),MSW,Over/Short,,,,,,-6382.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Opening Balance,,,,,,45951.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Prior Month Inventory Settlement,,,,,,-2395.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17490,08-01-2023 00:00,09-01-2023 18:09,Burnaby,CRUD Unit,77
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17500,08-01-2023 00:00,09-02-2023 23:30,Burnaby,SPLT Unit,6915.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17510,08-01-2023 00:00,09-03-2023 18:08,Burnaby,CRUD Unit,544.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17520,08-01-2023 00:00,09-04-2023 23:18,Burnaby,SPLT Unit,7118.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17530,08-01-2023 00:00,09-05-2023 18:33,Burnaby,CRUD Unit,1122.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17540,08-01-2023 00:00,09-06-2023 23:23,Burnaby,SPLT Unit,7317.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17560,08-01-2023 00:00,09-09-2023 05:21,Burnaby,SPLT Unit,6617.8
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17570,08-01-2023 00:00,09-09-2023 18:15,Burnaby,CRUD Unit,1755.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17710,09-01-2023 00:00,09-11-2023 01:16,Burnaby,SPLT Unit,3722.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17710,09-01-2023 00:00,09-11-2023 01:16,Burnaby,SPLT Unit,3956.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17720,09-01-2023 00:00,09-11-2023 20:00,Burnaby,CRUD Unit,1530
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17720,09-01-2023 00:00,09-11-2023 20:00,Burnaby,CRUD Unit,2321.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17730,09-01-2023 00:00,09-12-2023 23:27,Burnaby,SPLT Unit,3902.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17740,09-01-2023 00:00,9/13/2023 19:23,Burnaby,CRUD Unit,1274.8
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17740,09-01-2023 00:00,9/13/2023 19:23,Burnaby,CRUD Unit,440.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17750,09-01-2023 00:00,9/14/2023 23:02,Burnaby,SPLT Unit,780.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17750,09-01-2023 00:00,9/14/2023 23:02,Burnaby,SPLT Unit,108.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17760,09-01-2023 00:00,9/15/2023 20:59,Burnaby,CRUD Unit,5632.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17550,08-01-2023 00:00,09-07-2023 18:08,Burnaby,CRUD Unit,1757.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17770,09-01-2023 00:00,9/16/2023 23:23,Burnaby,SPLT Unit,6603.8
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17770,09-01-2023 00:00,9/16/2023 23:23,Burnaby,SPLT Unit,576
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17780,09-01-2023 00:00,9/17/2023 19:37,Burnaby,CRUD Unit,433.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17810,09-01-2023 00:00,9/20/2023 23:42,Burnaby,SPLT Unit,6683.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17850,09-01-2023 00:00,9/24/2023 23:07,Burnaby,SPLT Unit,6899.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,19870,09-01-2023 00:00,9/22/2023 23:14,Burnaby,SPLT Unit,6846.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17790,09-01-2023 00:00,9/18/2023 23:20,Burnaby,SPLT Unit,6318
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17790,09-01-2023 00:00,9/18/2023 23:20,Burnaby,SPLT Unit,912.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,18010,09-01-2023 00:00,9/27/2023 4:29,Burnaby,SPLT Unit,3937.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,18010,09-01-2023 00:00,9/27/2023 4:29,Burnaby,SPLT Unit,1065.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,18010,09-01-2023 00:00,9/27/2023 4:29,Burnaby,SPLT Unit,592.4
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17890,09-01-2023 00:00,9/29/2023 0:10,Burnaby,SPLT Unit,6693.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17900,09-01-2023 00:00,9/29/2023 19:15,Burnaby,CRUD Unit,1052.2
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17900,09-01-2023 00:00,9/29/2023 19:15,Burnaby,CRUD Unit,2142.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17910,09-01-2023 00:00,10-01-2023 06:59,Burnaby,SPLT Unit,1402.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17910,09-01-2023 00:00,10-01-2023 06:59,Burnaby,SPLT Unit,855.5
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Deliveries,17910,09-01-2023 00:00,10-01-2023 06:59,Burnaby,SPLT Unit,630.9
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Adjustments,,,,Loss Allowance,System entered due to apply (loss allowance).,-66.3
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Adjustments,,,,Regrade Adjustment,Regrade from PCRT to MSWT,85286.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Adjustments,,,,Regrade Adjustment,Regrade from PEMT to MSWT,3833.1
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Adjustments,,,,Regrade Adjustment,Regrade from RBWT to MSWT,2874.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Adjustments,,,,Shrinkage,System entered due to apply (shrinkage).,-0.7
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Closing Balance,,,,,,24945.6
Trans Mountain Pipe Line,09-01-2023 00:00,Final,10/17/2023 14:44,Parkland Refining (B.C.) LTD.,Mixed Sweet Blend BTT,MSWT,Closing Inventory,,,,,,24945.6
